District,Block,Gram Panchayat,Village,Habitation,New Location,PWS Scheme Code,PWS Scheme Name,Latitude,Longitude,Sample Id,Fluoride (mg/l)in TW water sample ,Total Coliform (CFU/100ml) in TW water sample 
PURULIA,PARA,JABARRAH JHAPRA-II,RANIPUR,RANIPUR,NO,,,23.4738433,86.5498783,2011777,1.03,0
PURULIA,PARA,JABARRAH JHAPRA-II,RANIPUR,RANIPUR,NO,,,23.4721791,86.5500493,2011776,0.87,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,SUKHSENDIH,NO,,,23.4341094,86.5268072,2011768,0.76,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,DURGASINGDIH,NO,,,23.4333357,86.5383339,2011775,0.65,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,DURGASINGDIH,NO,,,23.4335931,86.5403676,2011773,0.59,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,DURGASINGDIH,NO,,,23.4333154,86.5390836,2011772,0.51,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,SUKHSENDIH,NO,,,23.4344333,86.5289667,2011770,0.41,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,DURGASINGDIH,NO,,,23.4323669,86.5421745,2011774,0.41,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,SUKHSENDIH,NO,,,23.4338333,86.5285174,2011769,0.32,0
PURULIA,PARA,JABARRAH JHAPRA-II,BAGALIA,DURGASINGDIH,NO,,,23.4334663,86.537472,2011771,0.26,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,,,23.1387946,86.5661815,1052923,0.387,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1468902,86.5688348,1052922,0.33,18
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,,,23.1446758,86.568274,1052925,0.321,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1422534,86.5669729,1052924,0.285,9
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1447748,86.5698059,1052926,0.252,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1480346,86.5682959,1052920,0.216,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1473538,86.5690946,1052921,0.189,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,,,23.1528678,86.575856,1052917,0.186,5
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,,,23.147174,86.5696118,1052919,0.164,0
PURULIA,MANBAZAR - I,GOPALNAGAR,JABLA,JABLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.149696,86.5714572,1052918,0.124,0
PURULIA,JAIPUR,BARA GRAM,KUSUMTIKRI,KUSUMPIKRI,NO,,,23.4230883,86.1862117,2061386,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,MUNOKCHITA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4396017,86.2261083,2061395,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,MUNOKCHITA,NO,,,23.4422467,86.2276133,2061394,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,MUNOKCHITA,NO,,,23.4429601,86.2286655,2061393,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4521267,86.24343,2061392,,9
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,,,23.45463,86.2409133,2061391,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,,,23.4534733,86.23625,2061390,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4530499,86.2369857,2061389,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,,,23.4524802,86.2366789,2061388,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,,,23.4515668,86.2349741,2061387,,0
PURULIA,JAIPUR,BARA GRAM,KOKIARA,KOKEYARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4527278,86.234073,2061385,,0
PURULIA,RAGHUNATHPUR - I,SANKA,SHANKA,SANKA,NO,,,23.5235688,86.6258384,2081618,2.64,0
PURULIA,PARA,PARA,PARA,PARA,NO,,,23.5164983,86.5167,2052094,1.41,0
PURULIA,RAGHUNATHPUR - I,SANKA,BAGHADABAR,BAGHADABAR,NO,,,23.5034926,86.6294969,2081622,1.244,0
PURULIA,RAGHUNATHPUR - I,SANKA,SHANKA,SANKA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.5262829,86.6277122,2081619,1.072,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1913897,86.5898181,283450,1.05,0
PURULIA,RAGHUNATHPUR - I,SANKA,BARMASIYA,BARMASIYA,NO,,,23.4856416,86.6225271,2081624,1.024,0
PURULIA,RAGHUNATHPUR - I,SANKA,MANIKPUR,MANIK PUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.5046751,86.6436324,2081620,0.992,0
PURULIA,RAGHUNATHPUR - I,SANKA,BAGHADABAR,BAGHADABAR,NO,,,23.5024474,86.6297245,2081623,0.956,0
PURULIA,RAGHUNATHPUR - I,SANKA,JIARA,RAMERBAGICHA,NO,,,23.5167057,86.6652359,2081617,0.892,0
PURULIA,PARA,PARA,PARA,PARA,NO,,,23.5195983,86.51698,2052093,0.85,0
PURULIA,RAGHUNATHPUR - I,SANKA,MANIKPUR,MANIK PUR,NO,,,23.5048234,86.6399858,2081621,0.807,0
PURULIA,RAGHUNATHPUR - I,SANKA,BARMASIYA,BARMASIYA,NO,,,23.4895761,86.624537,2081625,0.769,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4367651,86.6763629,1042327,0.69,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4372257,86.6769845,1042326,0.69,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1696752,86.5823931,283460,0.67,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4373355,86.6774605,1042325,0.59,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1715778,86.6014456,283453,0.57,0
PURULIA,RAGHUNATHPUR - I,SANKA,JIARA,JIYARA,NO,,,23.5131385,86.6630249,2081616,0.561,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1948788,86.5886193,283449,0.56,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1729141,86.5742054,283457,0.55,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.172497,86.5843584,283461,0.54,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4374579,86.6779296,1042324,0.49,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4380422,86.6794887,1042321,0.49,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4360041,86.6742752,1042328,0.46,13
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2004808,86.5856115,283447,0.46,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1715538,86.5789229,283456,0.46,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1723104,86.5794923,283459,0.44,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4340157,86.6823918,1042329,0.43,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4365245,86.6778949,1042322,0.43,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4372612,86.6797603,1042319,0.43,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1750753,86.5887937,283454,0.36,0
PURULIA,KASHIPUR,KASHIPUR,KALLOLI,KOUOLE,NO,,,23.4368397,86.6787296,1042320,0.35,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.171823,86.5792403,283455,0.3,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1731483,86.5905883,283451,0.27,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1732119,86.590727,283452,0.25,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,,,23.1959947,86.5885905,283448,0.21,0
PURULIA,PUNCHA,JAMBAD,BANSA,BANSATOLA GUGUITAR,NO,,,23.1722904,86.5794323,283458,0.06,0
PURULIA,KASHIPUR,GOURANDIH,GOPALPUR,GOPALPUR,NO,,,23.446,86.7386817,2041189,,0
PURULIA,BAGMUNDI,BAGHMUNDI,GOSAIDI,GOSAIDIH,NO,SM/00800,BAGMUNDI WATER SUPPLY SCHEME,23.1936512,86.0665011,2031646,,0
PURULIA,BAGMUNDI,BAGHMUNDI,BAGHMUNDI,HIKIMDIH,NO,SM/00800,BAGMUNDI WATER SUPPLY SCHEME,23.2001625,86.0445155,2031645,,0
PURULIA,BAGMUNDI,BAGHMUNDI,SARAKDI,SARAKDI,NO,SM/00800,BAGMUNDI WATER SUPPLY SCHEME,23.1912584,86.0519843,2031644,,0
PURULIA,BAGMUNDI,BAGHMUNDI,SARAKDI,SARAKDI,NO,SM/00800,BAGMUNDI WATER SUPPLY SCHEME,23.1891664,86.0505704,2031643,,0
PURULIA,BAGMUNDI,BAGHMUNDI,BAGHMUNDI,BAGMUND,NO,SM/00800,BAGMUNDI WATER SUPPLY SCHEME,23.1947163,86.0496144,2031642,,0
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),KAMALASTHAN,NO,,,23.4960577,86.692236,2081610,1.146,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,,,23.2015723,86.5894426,283441,1.05,0
PURULIA,RAGHUNATHPUR - I,ARRAH,HAROKA,HAROKA,NO,,,23.5009747,86.6643229,2081609,0.881,0
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),JHARIARDI,NO,,,23.4961676,86.6956495,2081607,0.665,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,,,23.310215,85.9444533,1022230,0.62,3
PURULIA,RAGHUNATHPUR - I,ARRAH,HAROKA,HAROKA,NO,,,23.5006742,86.6634288,2081608,0.597,20
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),JHARIARDI,NO,,,23.4969743,86.6970854,2081606,0.552,4
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),BARABAGAN,NO,,,23.5049652,86.7078632,2081612,0.49,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1984633,86.5888867,283439,0.46,80
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,PATHARDI PAHARADI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2041367,86.5866917,283443,0.45,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2036301,85.9464778,2031615,0.444,0
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),ARRAH,NO,,,23.5029707,86.6979143,2081611,0.438,0
PURULIA,JHALDA - I,MATHARI KHAMAR,LAKSHUDI,LUSKIDI,NO,,,23.2791205,85.9721848,1022224,0.42,4
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.862101,86.640939,292244,0.4,0
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),GOSAIDANGA,NO,,,23.5201436,86.6949469,2081614,0.393,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,KASIDI,NO,,,22.8474467,86.639795,292230,0.39,24
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),BARABAGAN,NO,,,23.5074343,86.7078297,2081613,0.387,0
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8614493,86.6448417,292248,0.38,0
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8618652,86.6440466,292247,0.33,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,,,23.1960733,86.5885817,283438,0.33,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,,,23.3109317,85.9397233,1022232,0.32,2
PURULIA,JHALDA - I,MATHARI KHAMAR,LAKSHUDI,LUSKIDI,NO,,,23.280075,85.9701933,1022226,0.32,2
PURULIA,RAGHUNATHPUR - I,ARRAH,ARRA (CT),GOSAIDANGA,NO,,,23.5241106,86.6889046,2081615,0.319,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2130457,85.9285753,2031639,0.315,0
PURULIA,BAGMUNDI,SERENGDIH,BARUDI,BARUDI,NO,,,23.2067205,85.947141,2031637,0.315,6
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8624376,86.6425031,292246,0.31,0
PURULIA,BAGMUNDI,SERENGDIH,BARUDI,BARUDI,NO,,,23.2055434,85.9460687,2031636,0.304,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2034816,85.9440701,2031618,0.303,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.3101544,85.9438764,1022228,0.3,0
PURULIA,BAGMUNDI,SERENGDIH,BARUDI,BARUDI,NO,,,23.2063066,85.9454552,2031632,0.288,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,,,23.1990467,86.5904383,283440,0.28,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,KASIDI,NO,,,22.84741,86.6395333,292231,0.27,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,,,23.2004839,86.5841321,283446,0.26,0
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8630117,86.6384917,292243,0.25,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,TANTI PARA,NO,,,22.853155,86.639055,292237,0.24,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2159092,85.9254612,2031622,0.24,0
PURULIA,BAGMUNDI,SERENGDIH,SOSOKHAS,SASHA-KHASH,NO,,,23.2047386,85.9526052,2031621,0.231,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,BANDHDI,NO,,,22.8539167,86.6449967,292240,0.23,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,KASIDI,NO,,,22.84785,86.6378783,292232,0.23,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2033883,85.9457203,2031616,0.23,3
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,PAHARPUR,NO,,,22.850481,86.6405656,292236,0.22,0
PURULIA,BAGMUNDI,SERENGDIH,BARUDI,BARUDI,NO,,,23.2059896,85.9455744,2031633,0.214,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2075353,86.5871514,283442,0.21,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2149002,85.9253129,2031619,0.202,1
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8618175,86.6421863,292245,0.2,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,PATHARDI PAHARADI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2025364,86.5850986,283445,0.2,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,PAHARPUR,NO,,,22.848755,86.6362367,292233,0.19,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2104144,85.9318179,2031625,0.188,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,,,23.3103817,85.943915,1022229,0.18,6
PURULIA,JHALDA - I,MATHARI KHAMAR,LAKSHUDI,LUSKIDI,NO,,,23.2788333,85.97061,1022225,0.18,3
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8634733,86.6363467,292241,0.18,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,MAHESHPUR,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.1902171,86.5884612,283437,0.17,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,,,23.3119797,85.9390219,1022233,0.16,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,PAHARPUR,NO,,,22.8500458,86.6412695,292235,0.16,0
PURULIA,BAGMUNDI,SERENGDIH,SOSOKHAS,SASHA-KHASH,NO,,,23.2058188,85.9544483,2031631,0.16,0
PURULIA,BAGMUNDI,SERENGDIH,BARUDI,BARUDI,NO,,,23.2071655,85.9450377,2031629,0.155,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2101728,85.9430753,2031614,0.152,0
PURULIA,PUNCHA,JAMBAD,MAHESHPUR,PATHARDI PAHARADI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2040798,86.5831552,283444,0.15,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2147922,85.9270294,2031624,0.146,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2104855,85.9433868,2031613,0.144,1
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2133736,85.9275283,2031641,0.142,4
PURULIA,BAGMUNDI,SERENGDIH,SOSOKHAS,SASHA-KHASH,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2058175,85.9545227,2031634,0.142,1
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2087041,85.934776,2031627,0.141,0
PURULIA,JHALDA - I,MATHARI KHAMAR,DULLA,DULLA,NO,,,23.3110121,85.9394136,1022231,0.14,0
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8633082,86.6377556,292249,0.14,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,TANTI PARA,NO,,,22.8537369,86.6391448,292238,0.14,0
PURULIA,JHALDA - I,MATHARI KHAMAR,LAKSHUDI,LUSKIDI,NO,,,23.2788019,85.9692539,1022227,0.14,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2164126,85.9251102,2031623,0.132,4
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2030742,85.9439741,2031617,0.131,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2096699,85.933097,2031626,0.128,2
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,,,23.2130172,85.9278219,2031640,0.125,0
PURULIA,BAGMUNDI,SERENGDIH,SOSOKHAS,SASHA-KHASH,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.204752,85.9536311,2031630,0.124,3
PURULIA,BAGMUNDI,SERENGDIH,SARMALI,SARMALI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2061689,85.9505275,2031638,0.122,0
PURULIA,BAGMUNDI,SERENGDIH,SARMALI,SARMALI,NO,,,23.2074302,85.9482919,2031635,0.122,0
PURULIA,BAGMUNDI,SERENGDIH,BIDDIRI,BIDRI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2082914,85.9364288,2031628,0.122,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,,,23.2098267,85.943003,2031612,0.12,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,PAHARPUR,NO,,,22.8528343,86.6348158,292234,0.11,0
PURULIA,BAGMUNDI,SERENGDIH,SERENGDI,SERENGDI,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.2034842,85.9441839,2031620,0.101,0
PURULIA,BUNDWAN,KUILAPAL,PUKHURKATA,PUKURKATA,NO,,,22.8633253,86.6369863,292242,0.09,0
PURULIA,BUNDWAN,KUILAPAL,PAHARPUR,BANDHDI,NO,,,22.8540684,86.6434564,292239,0.09,0
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4357617,86.1737767,2061364,,4
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4346931,86.1743791,2061365,,0
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,,,23.4343383,86.1732367,2061366,,0
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,,,23.4331333,86.1730367,2061367,,0
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4326433,86.1720467,2061368,,0
PURULIA,JAIPUR,BARA GRAM,BALIBHASA,BALISAHA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4312033,86.1706667,2061369,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.442525,86.1682567,2061371,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4435433,86.1697267,2061370,,11
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5067816,86.0878053,2061378,,0
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5086227,86.0873919,2061379,,5
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.508748,86.0880272,2061380,,0
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5152356,86.0857887,2061381,,0
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5157603,86.0870958,2061382,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4419102,86.1679282,2061372,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,,,23.4418317,86.1678467,2061373,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,,,23.4409233,86.166845,2061374,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,SM/02831,MEKPUR AND ADJOINING MOUZASWATER SUPPLY SCHEME OF MALDAH UNDER ARWSP DURING 2009-2010,23.4439217,86.1628067,2061375,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,,,23.4379167,86.167745,2061376,,0
PURULIA,JAIPUR,BARA GRAM,HARGARA,HARGARA,NO,,,23.4376183,86.1663583,2061377,,19
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5156633,86.083973,2061384,,0
PURULIA,JAIPUR,ROPO,PUNDAG,PUNDAG,NO,,,23.5166687,86.0858671,2061383,,4
PURULIA,JAIPUR,BARA GRAM,KUSUMTIKRI,KUSUMPIKRI,NO,,,23.4264,86.18535,2061362,,0
PURULIA,JAIPUR,BARA GRAM,KUSUMTIKRI,KUSUMPIKRI,NO,,,23.4287667,86.1828333,2061361,,0
PURULIA,JAIPUR,BARA GRAM,KUSUMTIKRI,KUSUMPIKRI,NO,,,23.42702,86.186255,2061360,,0
PURULIA,JAIPUR,BARA GRAM,KUSUMTIKRI,KUSUMPIKRI,NO,,,23.4241583,86.1892667,2061359,,0
